Organization,category_list, market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
clipmine,|Internet|Search|Video|, Search ," 15,00,000 ",operating,USA,CA,SF Bay Area,Palo Alto,1,1/1/2013,2013-01,2013-Q1,2013,2/12/2014,2/12/2014,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clipsync,|Curated Web|, Curated Web ," 15,10,017 ",closed,USA,CA,SF Bay Area,San Francisco,2,1/1/2007,2007-01,2007-Q1,2007,1/5/2011,5/20/2011,0,1510017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cliqr-technologies,|Storage|SaaS|PaaS|IaaS|Cloud Computing|Software|, Storage ," 1,61,00,000 ",operating,USA,CA,SF Bay Area,Santa Clara,2,10/1/2010,2010-10,2010-Q4,2010,7/1/2012,1/14/2014,0,16100000,0,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0
cliqset,|Messaging|Social Media|, Messaging ," 20,00,000 ",operating,USA,FL,Jacksonville,Jacksonville,2,8/8/2008,2008-08,2008-Q3,2008,9/14/2008,6/1/2009,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clique-intelligence,|Enterprise Software|, Enterprise Software ," 50,00,000 ",operating,USA,CA,SF Bay Area,Redwood City,1,1/1/2013,2013-01,2013-Q1,2013,5/22/2013,5/22/2013,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clk-design-automation,|Software|, Software ," 56,10,000 ",operating,USA,MA,Boston,Littleton,2,1/1/2004,2004-01,2004-Q1,2004,1/1/2005,10/2/2009,0,5610000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
cloakware,|Software|, Software ," 1,00,00,000 ",acquired,USA,VA,"Washington, D.C.",Vienna,1,1/1/1997,1997-01,1997-Q1,1997,3/21/2005,3/21/2005,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0
clubvision,|Machine Learning|Internet TV|Nightclubs|Digital Entertainment|Video Streaming|Internet|, Nightclubs ,"50,000",operating,USA,MO,St. Louis,Saint Louis,1,1/1/2010,2010-01,2010-Q1,2010,8/1/2012,8/1/2012,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
closely,|Business Intelligence|Facebook Applications|Twitter Applications|Location Based Services|Local Search|Social Media|Mobile|Sales and Marketing|Small and Medium Businesses|Technology|Software|, Local Search ," 69,98,845 ",operating,USA,CO,Denver,Denver,3,10/1/2009,2009-10,2009-Q4,2009,12/1/2009,4/8/2014,0,3000000,0,0,0,395000,0,0,3603845,0,0,0,0,3000000,0,0,0,0,0,0,0
closet-couture,|Shopping|Forums|Lifestyle|Social Network Media|Fashion|, Forums ," 4,75,000 ",operating,USA,CA,CA - Other,Pacific Palisades,1,9/1/2007,2007-09,2007-Q3,2007,6/1/2008,6/1/2008,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
closetbox,|Consumers|Retail|, Retail ," 2,00,000 ",operating,USA,CO,Denver,Greenwood Village,1,1/1/2014,2014-01,2014-Q1,2014,4/4/2014,4/4/2014,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
closetdash,|Finance|Marketplaces|E-Commerce|, E-Commerce ,"40,000",operating,USA,NY,New York City,New York,1,9/15/2010,2010-09,2010-Q3,2010,6/3/2013,6/3/2013,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
closys,|Biotechnology|, Biotechnology ," 23,02,799 ",operating,USA,MN,Minneapolis,Minneapolis,4,1/1/1999,1999-01,1999-Q1,1999,2/25/2009,8/14/2014,0,1989549,0,0,0,313250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clothia,|Augmented Reality|Social Media|Fashion|Curated Web|, Social Media ," 4,40,000 ",operating,USA,NY,New York City,New York,1,6/1/2010,2010-06,2010-Q2,2010,8/15/2011,8/15/2011,0,440000,0,0,0,0,0,0,0,0,0,0,0,440000,0,0,0,0,0,0,0
cloud-elements,|Cloud Data Services|Big Data|Cloud Computing|E-Commerce|Software|, Software ," 31,00,000 ",operating,USA,CO,Denver,Denver,1,7/20/2012,2012-07,2012-Q3,2012,6/17/2014,6/17/2014,0,3100000,0,0,0,0,0,0,0,0,0,0,0,3100000,0,0,0,0,0,0,0
cloud-engines,|Internet|Enterprise Software|, Internet ," 3,72,53,180 ",operating,USA,CA,SF Bay Area,San Francisco,9,3/17/2007,2007-03,2007-Q1,2007,5/13/2009,7/2/2014,0,31253180,0,0,2000000,4000000,0,0,0,0,0,0,0,3253184,19999996,0,0,0,0,0,0
cloud-floor,|Software|, Software ," 31,00,000 ",operating,USA,MA,Boston,Waltham,1,1/1/2010,2010-01,2010-Q1,2010,12/30/2010,12/30/2010,0,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloud-imperium-games,|Games|, Games ," 5,20,00,000 ",operating,USA,CA,Los Angeles,Santa Monica,1,1/1/2012,2012-01,2012-Q1,2012,8/18/2014,8/18/2014,0,0,0,0,0,0,0,0,0,0,0,0,52000000,0,0,0,0,0,0,0,0
cloud-sherpas,|Development Platforms|Social Media Marketing|Cloud Computing|Information Technology|CRM|Search|Google Apps|Enterprise Software|, Google Apps ," 6,33,00,000 ",operating,USA,GA,Atlanta,Atlanta,5,1/1/2007,2007-01,2007-Q1,2007,5/2/2010,12/20/2012,0,62600000,0,0,0,700000,0,0,0,0,0,0,0,1600000,20000000,40000000,0,0,0,0,0
cloud-takeoff,|Software|, Software ," 13,00,000 ",operating,USA,OH,Cincinnati,Mason,2,1/1/2010,2010-01,2010-Q1,2010,9/7/2013,11/14/2014,300000,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloud-technology-partners,|Consulting|IaaS|PaaS|SaaS|Cloud Computing|Enterprise Software|, IaaS ," 84,00,000 ",operating,USA,MA,Boston,Boston,4,6/1/2009,2009-06,2009-Q2,2009,6/10/2011,8/20/2013,0,8400000,0,0,0,0,0,0,0,0,0,0,0,3000000,5000000,0,0,0,0,0,0
xtreme-innovations,|Curated Web|, Curated Web ," 5,00,000 ",operating,USA,CA,Los Angeles,Los Angeles,1,3/31/2009,2009-03,2009-Q1,2009,1/1/2011,1/1/2011,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloud-com,|Cloud Management|IaaS|Cloud Computing|Enterprise Software|, Cloud Management ," 1,10,00,000 ",acquired,USA,CA,SF Bay Area,Cupertino,1,1/1/2008,2008-01,2008-Q1,2008,1/1/2010,1/1/2010,0,11000000,0,0,0,0,0,0,0,0,0,0,0,0,11000000,0,0,0,0,0,0
witech,|Wireless|Mobile|, Mobile ," 40,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,1/31/2014,2014-01,2014-Q1,2014,2/18/2014,2/18/2014,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
ajax-cloud9-ide,|Open Source|Cloud Computing|Mobile|Software|Enterprise Software|, Open Source ," 55,50,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/2010,2010-01,2010-Q1,2010,6/21/2011,11/4/2014,0,5550000,0,0,0,0,0,0,0,0,0,0,0,5550000,0,0,0,0,0,0,0
cloudability,|Finance|Billing|Cloud Computing|Enterprise Software|, Cloud Computing ," 98,18,000 ",operating,USA,OR,"Portland, Oregon",Portland,3,2/1/2011,2011-02,2011-Q1,2011,12/22/2011,7/12/2012,1118000,8700000,0,0,0,0,0,0,0,0,0,0,0,8700000,0,0,0,0,0,0,0
cloudacademy,|Recruiting|Education|, Education ," 1,20,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,3/1/2013,2013-03,2013-Q1,2013,8/1/2014,8/1/2014,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudaccess,|Enterprise Software|, Enterprise Software ," 6,50,000 ",operating,USA,CA,Los Angeles,Los Angeles,1,1/1/2011,2011-01,2011-Q1,2011,10/22/2012,10/22/2012,0,650000,0,0,0,0,0,0,0,0,0,0,0,650000,0,0,0,0,0,0,0
cloudamize,|Optimization|Analytics|Cloud Computing|Web Hosting|, Web Hosting ," 12,00,000 ",operating,USA,PA,Philadelphia,Philadelphia,2,1/1/2012,2012-01,2012-Q1,2012,12/5/2012,9/11/2013,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudant,|Databases|Big Data|Cloud Computing|Enterprise Software|, Enterprise Software ," 1,82,50,000 ",acquired,USA,MA,Boston,Boston,8,5/1/2008,2008-05,2008-Q2,2008,5/1/2008,5/14/2013,150000,16100000,0,0,0,0,0,0,2000000,0,0,0,0,2000000,12000000,0,0,0,0,0,0
cloudaptitude,|Technology|Social Media|Software|, Technology ,"15,000",operating,USA,TN,Memphis,Memphis,1,1/28/2012,2012-01,2012-Q1,2012,1/29/2012,1/29/2012,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudbase3,|Cloud Computing|, Cloud Computing ," 1,25,000 ",operating,USA,CA,SF Bay Area,San Mateo,1,1/1/2012,2012-01,2012-Q1,2012,9/1/2013,9/1/2013,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
onde-ficar,|Travel|Hotels|Enterprise Software|Hospitality|, Enterprise Software ," 28,00,000 ",operating,USA,CA,San Diego,San Diego,2,10/1/2012,2012-10,2012-Q4,2012,1/17/2012,12/13/2013,800000,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
cloudbees,|Software|Cloud Computing|Enterprise Software|, Enterprise Software ," 2,77,00,000 ",operating,USA,MA,Boston,Woburn,4,1/1/2010,2010-01,2010-Q1,2010,11/29/2010,3/5/2014,0,27700000,0,0,0,0,0,0,0,0,0,0,0,4000000,12500000,11200000,0,0,0,0,0
cloudbilt,|Software|, Software ," 10,00,000 ",operating,USA,NC,Charlotte,Charlotte,1,8/1/2009,2009-08,2009-Q3,2009,5/5/2014,5/5/2014,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudblue-technologies,|Enterprise Software|, Enterprise Software ," 99,15,000 ",acquired,USA,GA,Atlanta,Norcross,2,1/1/2001,2001-01,2001-Q1,2001,3/13/2008,12/21/2009,0,9915000,0,0,0,0,0,0,0,0,0,0,0,6350000,0,0,0,0,0,0,0
cloudbolt-software,|Cloud Computing|Software|, Cloud Computing ," 15,00,000 ",operating,USA,MD,"Washington, D.C.",Rockville,1,1/1/2012,2012-01,2012-Q1,2012,4/23/2013,4/23/2013,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudbot,|Messaging|Consumer Internet|Cloud Management|Cloud Computing|Mobile|, Messaging ," 12,20,000 ",operating,USA,IL,Chicago,Chicago,2,11/1/2010,2010-11,2010-Q4,2010,3/1/2011,10/4/2011,0,1220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudbyte,|Storage|Enterprise Software|, Storage ," 61,00,000 ",operating,USA,CA,SF Bay Area,Cupertino,2,1/1/2010,2010-01,2010-Q1,2010,6/26/2012,6/18/2013,0,6100000,0,0,0,0,0,0,0,0,0,0,0,2100000,4000000,0,0,0,0,0,0
cloudcade,|MMO Games|Social Games|Video Games|Mobile Games|, Video Games ," 15,50,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,11/11/2013,2013-11,2013-Q4,2013,10/8/2014,10/8/2014,1550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloud-cannon,|Web Hosting|, Web Hosting ," 5,15,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,11/26/2012,2012-11,2012-Q4,2012,2/26/2014,10/20/2014,515000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudcar,|Enterprise Software|, Enterprise Software ," 1,15,00,000 ",operating,USA,CA,SF Bay Area,Los Altos,1,1/1/2011,2011-01,2011-Q1,2011,6/25/2012,6/25/2012,0,11500000,0,0,0,0,0,0,0,0,0,0,0,11500000,0,0,0,0,0,0,0
cloudcheckr,|Cloud Computing|Enterprise Software|, Cloud Computing ," 20,00,000 ",operating,USA,NY,"Rochester, New York",Rochester,1,1/1/2011,2011-01,2011-Q1,2011,4/11/2013,4/11/2013,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
cloudcover,|Security|, Security ," 31,40,000 ",operating,USA,MN,Minneapolis,Burnsville,1,1/1/2007,2007-01,2007-Q1,2007,9/12/2013,9/12/2013,0,3140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudcrowd,|Enterprise Software|, Enterprise Software ," 51,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,4/30/2009,2009-04,2009-Q2,2009,8/13/2010,8/13/2010,0,5100000,0,0,0,0,0,0,0,0,0,0,0,0,5100000,0,0,0,0,0,0
cloudera,|Analytics|Big Data|Software|Enterprise Software|, Analytics ," 1,20,10,00,000 ",operating,USA,CA,SF Bay Area,Palo Alto,8,10/13/2008,2008-10,2008-Q4,2008,3/16/2009,9/1/2014,0,1201000000,0,0,0,0,0,0,0,0,0,0,0,5000000,6000000,25000000,40000000,65000000,1060000000,0,0
vistatek,|Enterprise Software|, Enterprise Software ,"50,000",operating,USA,MN,Minneapolis,Stillwater,3,7/1/2008,2008-07,2008-Q3,2008,7/1/2009,6/30/2011,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudfactory,|Outsourcing|Crowdsourcing|Web Development|Enterprise Software|, Crowdsourcing ," 37,00,000 ",operating,USA,NC,Raleigh,Durham,2,1/1/2010,2010-01,2010-Q1,2010,1/1/2012,10/10/2014,700000,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0
cloudflare,|Security|Enterprise Software|, Security ," 7,20,50,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,7/1/2009,2009-07,2009-Q3,2009,11/25/2009,12/17/2013,0,72050000,0,0,0,0,0,0,0,0,0,0,0,2050000,20000000,50000000,0,0,0,0,0
cloudgenix,|Networking|, Networking ," 90,00,000 ",operating,USA,CA,SF Bay Area,Santa Clara,1,1/1/2013,2013-01,2013-Q1,2013,4/30/2014,4/30/2014,0,9000000,0,0,0,0,0,0,0,0,0,0,0,9000000,0,0,0,0,0,0,0
cloudhealth-technologies,|Software|, Software ," 77,00,000 ",operating,USA,MA,Boston,Boston,2,1/1/2012,2012-01,2012-Q1,2012,3/12/2013,6/17/2014,0,7700000,0,0,0,0,0,0,0,0,0,0,0,7700000,0,0,0,0,0,0,0
cloudhelix-inc,|Application Performance Monitoring|Cloud Data Services|Big Data|Networking|, Big Data ," 31,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/2014,2014-01,2014-Q1,2014,9/28/2014,9/28/2014,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudian,|Cloud Infrastructure|Storage|Software|, Cloud Infrastructure ," 4,07,00,000 ",operating,USA,CA,SF Bay Area,Foster City,3,1/1/2011,2011-01,2011-Q1,2011,4/1/2012,7/8/2014,0,40700000,0,0,0,0,0,0,0,0,0,0,0,11600000,5100000,24000000,0,0,0,0,0
cloudike,|Mobile|Cloud Computing|SaaS|, SaaS ," 10,00,000 ",operating,USA,CA,SF Bay Area,San Jose,1,1/1/2013,2013-01,2013-Q1,2013,7/7/2014,7/7/2014,0,1000000,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
cloudkick,|Networking|Venture Capital|Cloud Computing|Enterprise Software|, Networking ," 27,50,000 ",acquired,USA,CA,SF Bay Area,San Francisco,2,1/1/2009,2009-01,2009-Q1,2009,9/14/2009,4/28/2010,0,2750000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
cloudlock,|Google Apps|Cloud Security|IT Management|SaaS|Enterprise Software|, Google Apps ," 3,49,00,000 ",operating,USA,MA,Boston,Waltham,4,1/21/2011,2011-01,2011-Q1,2011,3/16/2008,11/24/2014,0,34900000,0,0,0,0,0,0,0,0,0,0,0,3000000,8700000,16500000,6700000,0,0,0,0
cloudmach,|Entertainment|Facebook Applications|Games|, Games ," 20,00,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,1,12/1/2008,2008-12,2008-Q4,2008,8/1/2012,8/1/2012,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0
cloudmade,|Navigation|Machine Learning|Automotive|Maps|iPhone|Mobile|Location Based Services|, Navigation ," 1,62,97,850 ",operating,USA,CA,SF Bay Area,Menlo Park,3,3/1/2008,2008-03,2008-Q1,2008,1/1/2007,7/27/2010,131700,16166150,0,0,0,0,0,0,0,0,0,0,0,3784800,12381350,0,0,0,0,0,0
cloudmark,|Mobile Security|Security|, Mobile Security ," 2,75,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/2001,2001-01,2001-Q1,2001,7/21/2003,2/17/2010,0,27500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudmeter,|Software|Analytics|Real Time|Big Data|Enterprise Software|, Software ," 53,00,000 ",acquired,USA,CA,SF Bay Area,Mountain View,2,4/1/2007,2007-04,2007-Q2,2007,4/1/2009,4/27/2012,0,5000000,0,0,0,300000,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
cloudmine,|Windows Phone 7|Android|iOS|Mobile|Enterprise Software|,Windows Phone 7," 32,09,278 ",operating,USA,PA,Philadelphia,Philadelphia,7,5/1/2011,2011-05,2011-Q2,2011,9/1/2011,6/18/2014,1195000,100000,0,0,0,1914278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudnexa,|Software|, Software ," 30,50,000 ",operating,USA,PA,Philadelphia,Philadelphia,2,1/1/2008,2008-01,2008-Q1,2008,11/8/2013,6/16/2014,0,2400000,0,0,0,650000,0,0,0,0,0,0,0,2400000,0,0,0,0,0,0,0
cloudon,|Social Media|Enterprises|Mobile|Cloud Computing|Enterprise Software|, Social Media ," 2,61,40,000 ",operating,USA,CA,SF Bay Area,Mountain View,4,10/1/2009,2009-10,2009-Q4,2009,10/27/2010,10/1/2012,1800000,24340000,0,0,0,0,0,0,0,0,0,0,0,7700000,16000000,0,0,0,0,0,0
cloudopt,|Cloud Computing|Enterprise Software|, Cloud Computing ," 12,15,000 ",operating,USA,WA,Seattle,Seattle,2,11/1/2010,2010-11,2010-Q4,2010,1/4/2010,8/1/2012,840000,0,0,0,0,0,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudpassage,|Security|, Security ," 5,30,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,4,1/1/2009,2009-01,2009-Q1,2009,4/27/2011,2/13/2014,0,53000000,0,0,0,0,0,0,0,0,0,0,0,6500000,21000000,25500000,0,0,0,0,0
cloudphysics,|Virtualization|Analytics|, Virtualization ," 2,75,00,000 ",operating,USA,CA,SF Bay Area,Mountain View,4,1/1/2011,2011-01,2011-Q1,2011,11/18/2011,6/23/2014,0,27500000,0,0,0,0,0,0,0,0,0,0,0,2500000,10000000,15000000,0,0,0,0,0
cloud-prime,|Data Security|Health and Insurance|Cloud Data Services|Security|Enterprise Software|, Enterprise Software ," 22,36,041 ",operating,USA,CA,SF Bay Area,Redwood City,1,1/1/2010,2010-01,2010-Q1,2010,10/1/2012,10/1/2012,0,2236041,0,0,0,0,0,0,0,0,0,0,0,0,2236041,0,0,0,0,0,0
cloudscaling,|SaaS|PaaS|Infrastructure|Enterprises|Cloud Computing|IaaS|Enterprise Software|, SaaS ," 1,40,00,000 ",acquired,USA,CA,SF Bay Area,San Francisco,2,1/1/2006,2006-01,2006-Q1,2006,9/21/2011,5/22/2013,0,14000000,0,0,0,0,0,0,0,0,0,0,0,4000000,10000000,0,0,0,0,0,0
cloudshare,|Web Development|Enterprise Software|, Web Development ," 2,00,00,000 ",operating,USA,CA,SF Bay Area,San Mateo,2,1/1/2007,2007-01,2007-Q1,2007,12/11/2009,7/5/2011,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0
cloudshield-technologies,|Web Hosting|, Web Hosting ," 2,50,00,000 ",acquired,USA,CA,SF Bay Area,Sunnyvale,2,1/1/2000,2000-01,2000-Q1,2000,10/28/2005,9/17/2007,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudsnap,|Finance|Data Integration|Enterprise Software|, Finance ," 3,18,000 ",operating,USA,NV,Reno - Sparks,Reno,3,10/1/2011,2011-10,2011-Q4,2011,1/1/2012,8/1/2012,318000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudswave,|Web Tools|Discounts|E-Commerce|, E-Commerce ," 5,00,000 ",operating,USA,DE,"Wilmington, Delaware",Wilmington,1,11/1/2012,2012-11,2012-Q4,2012,5/28/2013,5/28/2013,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudsway,|Finance|, Finance ," 14,00,000 ",operating,USA,WA,Seattle,Tacoma,2,1/1/2011,2011-01,2011-Q1,2011,2/11/2013,4/1/2014,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudtags,|Advertising|E-Commerce|Social Commerce|Mobile|, Mobile ," 20,04,505 ",operating,USA,NY,New York City,New York,3,4/20/2012,2012-04,2012-Q2,2012,11/1/2012,10/9/2014,320000,1214505,0,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudtalk,|Messaging|, Messaging ," 89,63,293 ",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/2010,2010-01,2010-Q1,2010,12/21/2009,1/20/2011,0,8963293,0,0,0,0,0,0,0,0,0,0,0,5200000,0,0,0,0,0,0,0
cloudtran,|Cloud Computing|Enterprise Software|, Cloud Computing ," 6,00,000 ",operating,USA,CA,SF Bay Area,Pleasanton,1,1/1/2011,2011-01,2011-Q1,2011,5/23/2011,5/23/2011,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudvelocity,|Enterprise Software|, Enterprise Software ," 1,80,00,000 ",operating,USA,CA,SF Bay Area,Santa Clara,2,12/1/2010,2010-12,2010-Q4,2010,12/13/2012,7/16/2013,0,18000000,0,0,0,0,0,0,0,0,0,0,0,5000000,13000000,0,0,0,0,0,0
cloudvolumes,|Enterprise Software|, Enterprise Software ," 44,15,653 ",acquired,USA,CA,SF Bay Area,Santa Clara,2,1/1/2011,2011-01,2011-Q1,2011,11/7/2012,7/1/2013,0,0,0,0,0,0,4415653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudvu,|Enterprise Software|, Enterprise Software ," 31,01,108 ",operating,USA,UT,Salt Lake City,Sandy,3,1/1/2011,2011-01,2011-Q1,2011,4/9/2012,5/21/2013,0,3101108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudvue-technologies,|Hardware + Software|, Hardware + Software ," 34,00,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,2,9/16/2010,2010-09,2010-Q3,2010,12/6/2012,7/19/2013,0,3000000,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudwords,|Local|Translation|Enterprise Software|, Enterprise Software ," 24,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,3/26/2010,2010-03,2010-Q1,2010,4/5/2011,5/18/2012,0,2400000,0,0,0,0,0,0,0,0,0,0,0,0,2400000,0,0,0,0,0,0
cloupia,|Cloud Management|Cloud Computing|Enterprise Software|, Cloud Management ," 35,32,577 ",acquired,USA,CA,SF Bay Area,Santa Clara,1,5/1/2009,2009-05,2009-Q2,2009,12/6/2012,12/6/2012,0,3532577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clover,|Payments|Open Source|SaaS|Mobile|, Mobile ," 88,00,000 ",acquired,USA,CA,SF Bay Area,Mountain View,2,10/1/2010,2010-10,2010-Q4,2010,4/13/2011,12/27/2012,0,8800000,0,0,0,0,0,0,0,0,0,0,0,5500000,0,0,0,0,0,0,0
cloverleaf-communications,|Public Relations|, Public Relations ," 1,10,00,000 ",acquired,USA,NY,Long Island,Woodbury,1,1/1/2001,2001-01,2001-Q1,2001,6/28/2005,6/28/2005,0,11000000,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,0,0,0,0,0
clovis-oncology,|Health Care|Biotechnology|, Health Care ," 35,69,62,756 ",operating,USA,CO,Denver,Boulder,3,1/1/2009,2009-01,2009-Q1,2009,5/26/2009,11/27/2013,0,0,0,0,20000000,0,0,0,336962756,0,0,0,0,0,0,0,0,0,0,0,0
cloze,|Social Media|, Social Media ," 12,00,000 ",operating,USA,MA,Boston,Somerville,1,2/2/2012,2012-02,2012-Q1,2012,4/2/2012,4/2/2012,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clrtouch,|Web Development|Mobile|Tablets|Advertising|, Tablets ,"20,000",closed,USA,NY,New York City,Brooklyn,1,7/1/2010,2010-07,2010-Q3,2010,9/1/2011,9/1/2011,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
club-motor-estates-of-richfield,|Real Estate|, Real Estate ," 8,00,000 ",operating,USA,OH,Cleveland,Richfield,1,4/1/2014,2014-04,2014-Q2,2014,7/30/2014,7/30/2014,0,0,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clubw-com,|Subscription Businesses|Wine And Spirits|Consumer Goods|E-Commerce|Hospitality|, Subscription Businesses ," 1,31,00,000 ",operating,USA,CA,Los Angeles,Los Angeles,4,8/1/2011,2011-08,2011-Q3,2011,9/1/2011,9/22/2014,0,10000000,0,3100000,0,0,0,0,0,0,0,0,0,9500000,0,0,0,0,0,0,0
clubjumpr-com,|Location Based Services|Hospitality|, Hospitality ," 1,20,000 ",operating,USA,CA,SF Bay Area,Mill Valley,1,6/1/2008,2008-06,2008-Q2,2008,2/1/2008,2/1/2008,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clublocal,|Local|Professional Services|Curated Web|, Local ," 1,07,00,000 ",operating,USA,CA,Los Angeles,Encino,1,1/1/2011,2011-01,2011-Q1,2011,2/21/2014,2/21/2014,0,10700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clupedia,|Social Network Media|Opinions|Curated Web|, Opinions ," 13,00,000 ",operating,USA,CA,"Orange County, California",Santa Ana,2,1/1/2000,2000-01,2000-Q1,2000,5/22/2007,6/1/2007,0,1300000,0,0,0,0,0,0,0,0,0,0,0,1300000,0,0,0,0,0,0,0
cluster,|Mobile|Photo Sharing|Photography|, Photography ," 16,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/2013,2013-01,2013-Q1,2013,8/22/2013,8/22/2013,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
